"","participant","condition","date","t_consenso","t_istruzioni","t_sam","intensita","valenza","t_task","t_dual","vd_dual","OS","t_entity","entity","Reas1","Reas2","Reas3","Reas4","Reas5","Reas6","t_prev","prev","t_pr1","pr1","t_pr2","pr2","sexI","ageI","NLI","AoAI","sexE","ageE","NLE","AoAE","condition1","first"
"141","POSPRO","M","2026-01-09_11h08.09.676","36.0501","31.1327","12.7654","0.636848958","0.472384983","323.5162","13.9329","1","MacIntel","21.7335","8",NA,"How often I thought it was successful at treating people vs how often people survived without it",NA,NA,NA,NA,"14.8664","79","7.433","80","7.0332","20",NA,NA,NA,NA,"FALSE","23","English","0","a","1"
"142","POSPRO","M","2026-01-09_11h23.02.010","11.0266","90.1803","25.4133","0.748842593","0.237268519","333.2155","5.8762","1","Win32","11.751","8",NA,"When it was said that the Batatrim was gonna solve the patient's problems I just reasoned with it and decided to ""play safe"" and had in mind that it was curable so I decided to choose that the patient would overcome it all the time when they took Batatrim.",NA,NA,NA,NA,"10.5516","80","10.8274","95","23.5087","30",NA,NA,NA,NA,"M","24","Portuguese","9","a","1"
"144","POSPRO","M","2026-01-09_11h49.47.212","9.419","39.8433","16.3019","0.739583386","0.120370379","209.8316","2.2084","1","Win32","14.269","8",NA,"I considered how many people had taken the medicine and had overcome the crisis in which mist of them did which proved its effectiveness but we must also argue that there may be some genetical factors as some patients came over the crisis without taking the medicine and some didn't taking the medicine",NA,NA,NA,NA,"6.3264","82","14.035","80","11.6342","20",NA,NA,NA,NA,"M","20","English","0","a","1"
"145","POSPRO","M","2026-01-09_11h52.39.460","18.7418","40.5284","22.5515","0.43146934","0.547286184","213.6469","3.1347","1","Win32","15.1765","9",NA,"There are some people who got better without it but amost everyone that took it got treated.",NA,NA,NA,NA,"10.7068","80","19.0622","75","18.4789","25",NA,NA,NA,NA,"M","22","Portuguese","10","c","0"
"146","POSPRO","M","2026-01-09_11h53.12.486","7.875","44.3335","17.2336","0.771990741","0.398148148","194.5281","4.8608","1","Win32","9.5001","8",NA,"I would say 8/10 times the patient recovered when taking Batatrim as it was effective with most but not all patients. The reasoning for this is based on the results I have just seen in the previous slides.",NA,NA,NA,NA,"11.8933","85","14.7151","91","22.9956","14",NA,NA,NA,NA,"M","24","English","0","a","1"
"147","POSPRO","M","2026-01-09_11h54.38.522","6.1823","31.4613","9.5022","0.671296332","0.273148166","255.464","2.9419","1","Win32","3.5705","7",NA,"i considered whether the person recived tratment and it was more favourable that they would recover. Also i thought about if tehy declined and it was steered towards unfavourable so the medcine was the main probale varable to success",NA,NA,NA,NA,"10.4462","68","8.4481","74","8.6138","25",NA,NA,NA,NA,"FALSE","21","englush","0","b","1"
"148","POSPRO","M","2026-01-09_11h54.45.426","22.084","135.6439","39.1907","0.524305556","0.284722222","222.846","2.5317","1","Win32","11.2254","8",NA,"I thought about how many people who have taken Batatrim overcame the crisis compared to how many have not overcome it. The treatment was very effective with only a few people not overcoming it.",NA,NA,NA,NA,"15.1512","90","25.5586","85","22.3178","25",NA,NA,NA,NA,"FALSE","20","Czech","6","a","1"
"149","POSPRO","M","2026-01-09_11h54.55.419","7.2828","35.8155","11.1032","0.323958397","0.735416667","178.8301","4.6655","1","Win32","6.2995","8",NA,"Most of the patients that took Batatrim were recovered, however, it was not always the case, so i choose 8/10",NA,NA,NA,NA,"4.7799","86","4.7861","82","7.5702","14",NA,NA,NA,NA,"FALSE","24","Portuguese","5","a","1"
"150","POSPRO","M","2026-01-09_11h55.16.170","38.8661","60.6331","28.8664","0.580439885","0.428819444","210.6944","2.6499","1","Win32","17.5499","7",NA,"The recovery rate of patients who took the medicine was much higher (about 75% I think) when compared to when patients didn't take Batatrim (about 10%)",NA,NA,NA,NA,"15.6331","85","16.8662","80","17.2824","20",NA,NA,NA,NA,"M","23","Portuguese and English","0","d","0"
"151","POSPRO","M","2026-01-09_11h57.06.051","11.1297","67.4354","16.7121","0.502314885","0.505787108","212.5346","3.1107","1","Win32","15.7916","7",NA,"I considered the average number of times the paitent overcame the crisis compared to the total number of times the medication was administed. I also considered the case in which the medicine was not adminstered and how many times the patient survived in this case.",NA,NA,NA,NA,"17.3417","80","17.7621","88","10.6471","10",NA,NA,NA,NA,"FALSE","21","Spanish","3","a","1"
"152","POSPRO","M","2026-01-09_11h57.20.257","20.3108","47.2159","12.0116","0.494212963","0.498842593","181.5507","5.4685","1","Win32","13.5324","7",NA,"I didn't count how many, but seems like more people who taked Batatrim survived. Despite that, there were people who couldn't, despite the fact that did take the drug",NA,NA,NA,NA,"15.9384","95","15.2452","80","13.2276","20",NA,NA,NA,NA,"M","20","Portuguese and Russian","12","a","1"
"153","POSPRO","M","2026-01-09_12h04.08.433","34.935","62.838","30.718","0.596064815","0.420138889","265.045","2.8","1","Win32","6.667","8",NA,"In general it was more likely to recover from the crisis after taking Batatrim than if not the pacients did not take it. My logic was basicly simple math.",NA,NA,NA,NA,"14.816","69","11.601","90","16.034","41",NA,NA,NA,NA,"M","24","Romeno, Portugues","10","d","0"
"154","POSPRO","M","2026-01-09_12h08.33.986","23.5592","36.257","9.0296","0.634740623","0.597283622","292.0439","7.7649","1","Win32","6.2814","9",NA,"I didnt count but it seemed to be one in around 6-8 patients who took batatrim recovered and only 1 in 6-8 recovered when they didnt take it.",NA,NA,NA,NA,"14.6621","85","38.2067","98","18.1441","4",NA,NA,NA,NA,"FALSE","22","Spanish","8","d","0"
"155","POSPRO","M","2026-01-09_12h12.47.592","8.3027","48.6233","15.9935","0.219907407","0.241898148","222.9181","3.288","1","Win32","4.543","8",NA,"Well majority of the patients who had taken Batatrim proved effective with just a few who didn't overcome the illnes. Whereas when patients didn't take batatrim majority of them didn't overcome the illness only a selected few.",NA,NA,NA,NA,"10.1011","75","14.7452","85","16.0786","15",NA,NA,NA,NA,"M","20","English","0","a","0"
"156","POSPRO","M","2026-01-09_12h13.19.143","11.374","36.959","16.31","0.487571023","0.478693182","234.362","2.689","1","MacIntel","6.905","8",NA,"I had very little evidence on which to base the decision but there was a clear correlation between patients surviving if they had taken Batatrium so I presumed that it was 80% effective",NA,NA,NA,NA,"7.749","92","13.579","73","8.991","16",NA,NA,NA,NA,"FALSE","20","English","0","b","1"
"158","POSPRO","M","2026-01-09_12h50.03.588","10.885","28.164","8.779","0.668598525","0.335353003","321.105","3.468","1","MacIntel","4.064","5",NA,"Based on my memory, around 50% of the patients who took Batatrim were cured, as opposed to maybe 10% of patients of who didn;t take Batatrim being cured. That's a significant increase",NA,NA,NA,NA,"12.683","90","14.531","50","9.532","30",NA,NA,NA,NA,"M","24","English, Amharic","0","a","1"
"159","POSPRO","M","2026-01-09_12h50.05.207","25.7451","71.8911","25.8961","0.84591054","0.306964544","252.7731","4.232","1","Win32","27.8794","7",NA,"I observed that a big percentage of people that were suffering from a crises and took Batatrim recovered from the crisis, however there was a small percentage of people that couldn't recover. On the other hand, the ones that didn't take Batatrim showed both results. The percentage of people that couldn't recover after not taking the Batatrim was bigger than the one that could recover without Batatrim, but it was still considerable. My initial thought about the Batatrim was that it could be around 65% effective, but with the scale available, where I couldn't put decimals I chose the value 7 of effectivity, rather than a 6, because a 6 value seemed too low.",NA,NA,NA,NA,"26.1794","85","15.2132","80","19.6965","25",NA,NA,NA,NA,"FALSE","22","Spanish","6","a","1"
"160","POSPRO","M","2026-01-09_12h52.38.756","13.3885","52.5918","12.7974","1","0","277.0816","5.508","0","Win32","0.0014",NA,NA,"Because some patients did not overcome the crysis of linsday syndrome while some patients did",NA,NA,NA,NA,"15.4654","100","23.1574","0","10.154","50",NA,NA,NA,NA,"M","21","Russian, Ukraninan","8","b","1"
"161","POSPRO","M","2026-01-09_12h54.52.825","25.382","41.782","26.018","0.407608696","0.433423913","210.3","5.732","1","MacIntel","12.5","8",NA,"I considered the amount of times the patient overcame the crisis with/without Batatrim and whether they can overcome it without Batatrim.",NA,NA,NA,NA,"16.101","91","13.732","96","9.318","9",NA,NA,NA,NA,"FALSE","21","French","7","c","0"
"162","POSPRO","M","2026-01-09_12h55.40.056","37.8177","105.3681","59.7172","0.606780134","0.44406157","302.434","4.2493","1","MacIntel","28.3331","7",NA,"how many people survived after taking it vs not taking it",NA,NA,NA,NA,"22.8668","85","36.667","39","28.2829","15",NA,NA,NA,NA,"M","24","xhosa","4","a","1"
"163","POSPRO","M","2026-01-09_12h56.41.750","36.6817","59.4345","18.8501","0.15162037","0.509259259","213.4674","3.4336","1","Win32","6.4486","8",NA,"From what I saw most of the patients who has taken Batatrim has overcome the crisis, so I decided the drug is most likely effective.",NA,NA,NA,NA,"11.133","85","21.3175","95","24.7338","5",NA,NA,NA,NA,"FALSE","22","Polish","6","c","0"
"165","POSPRO","M","2026-01-09_12h57.17.424","17.6264","42.0802","12.5705","0.278645833","0.361979167","193.5853","4.1808","1","Win32","7.6603","9",NA,"How many patients have taken Batatrim and didn't overcome the crisis",NA,NA,NA,NA,"27.4469","88","17.5652","90","20.6823","15",NA,NA,NA,NA,"M","22","Italian","8","a","1"
"166","POSPRO","M","2026-01-09_13h00.29.321","33.3455","95.5287","18.3933","0.89491135","0.334596835","263.7772","4.8142","1","Linux armv81","36.1525","7",NA,"I considered the patients who were able to recover from the syndrome with the help of batatrim and those who failed to recover ",NA,NA,NA,NA,"14.7008","68","15.9063","86","18.5589","21",NA,NA,NA,NA,"FALSE","21","Tshivenda,English ","0","d","0"
"167","POSPRO","M","2026-01-09_13h00.53.258","27.3635","40.0955","21.4781","0.612268519","0.394675926","305.1931","44.9635","1","Win32","7.0294","8",NA,"The majority of patients who took the drug lived, while the majority of people who didn't died.",NA,NA,NA,NA,"17.5946","85","20.0894","98","47.8817","20",NA,NA,NA,NA,"M","21","Czech","12","d","0"
"168","POSPRO","M","2026-01-09_13h06.19.959","27.0493","47.7156","19.5658","0.753472222","0.138888889","244.3951","4.5823","1","Win32","12.0154","8",NA,"To me, it was more visible how many patients were saved by the medicine and how many died without it. Thus, I believe in the effectiveness, even though I had a hard time after the first few times it did not work. I started doubting it, but many more rounds later, when I saw that it still saves lives, I realised it is definitely better to trust the medicine most of the times. ",NA,NA,NA,NA,"24.9327","85","27.7488","95","30.6158","15",NA,NA,NA,NA,"FALSE","23","Hungarian","7","a","1"
"169","POSPRO","M","2026-01-09_13h07.09.375","10.9384","36.8531","22.8948","0.324074074","0.319444444","189.9504","3.2419","1","Win32","25.0358","8",NA,"I just tried to summarize all of the patients who recovered or not. From the amount of the recovered patients, I think the Batatrim mostly works, but not everybody will survive. However, minority of the people didn't have to take Batatrim to survive, so this is hard to say if the deaths were caused by Batatrim's side effects or poor performance caused by early development stage.",NA,NA,NA,NA,"27.0934","95","17.3671","80","18.8851","15",NA,NA,NA,NA,"M","23","Polish","7","a","1"
"170","POSPRO","M","2026-01-09_13h07.10.609","15.463","38.516","15.663","0.774305556","0.699652778","183.996","3.67","1","Win32","12.327","8",NA,"Most patients that took Batatrim overcame the crisis and most that didn't take Batatrim did not.",NA,NA,NA,NA,"17.114","78","10.326","75","13.929","59",NA,NA,NA,NA,"M","24","Polish","7","d","0"
"171","POSPRO","M","2026-01-09_13h09.47.053","29.933","79.5632","12.7556","0.651381143","0.480365315","403.5327","40.236","1","Win32","8.4476","7",NA,"Well sometimes it did help and sometimes it did not. 
It felt like it did help more often and the ones that did not take it, had more of the negative outcomes  than positive.",NA,NA,NA,NA,"46.5089","87","14.2686","80","9.6836","15",NA,NA,NA,NA,"M","20","Russian, Ukrainian","6","b","0"
"172","POSPRO","M","2026-01-09_13h11.06.797","7.9862","20.6169","7.8662","0.427083333","0.461458365","229.8957","2.4197","1","Win32","3.7155","7",NA,"The rate oh patients who had Batatrim and who had effective reaction",NA,NA,NA,NA,"9.103","71","6.9189","78","6.3157","61",NA,NA,NA,NA,"FALSE","22","French","11","d","0"
"173","POSPRO","M","2026-01-09_13h20.48.712","27.0938","54.6334","10.9737","0.773148148","0.12037037","224.3448","3.37","1","Win32","8.6065","8",NA,"Most patients who used Batatrim were able to overcome the disease",NA,NA,NA,NA,"11.162","75","11.5866","60","7.7568","40",NA,NA,NA,NA,"M","24","Spanish","7","d","0"
"174","POSPRO","M","2026-01-09_13h25.06.137","10.6658","81.0181","10.0166","0.689814815","0.190972222","302.8244","3.55","0","Win32","2e-04",NA,NA,"In my opinion, there's a 50% chance that it will work or not, and I don't think it's really helpful ",NA,NA,NA,NA,"19.5142","50","9.6813","50","6.4501","50",NA,NA,NA,NA,"M","24","German","0","d","1"
"176","POSPRO","M","2026-01-09_13h50.35.469","13.0985","29.2127","11.3503","0.587384295","0.433449074","338.9234","9.416","1","Win32","8.4993","8",NA,"The number of patients that have overcome the crisis because they were given Batatrium. The reason was the result of the past questions and the frequency of patients given batatrium overcoming the crisis.",NA,NA,NA,NA,"12.8015","86","23.463","91","14.8666","9",NA,NA,NA,NA,"FALSE","19","Arabic","5","d","0"
"177","POSPRO","M","2026-01-09_13h50.35.819","77.5799","84.0477","25.7644","0.606481481","0.506944444","237.0751","4.0826","1","Win32","10.1822","7",NA,"I considered that fact that while still in its testing phase patient who had taken Batatrim stood a higher chance of overcoming the crisis even though it was guaranteed. And while there were patients who over came the crisis without it, there weren't enough to dismiss Batatrim increased probability of aiding the patients ability to overcome the Lindsay syndrome.",NA,NA,NA,NA,"18.5824","73","16.1148","75","18.0657","15",NA,NA,NA,NA,"M","24","English, Zulu","4","a","1"
"178","POSPRO","M","2026-01-09_13h50.44.415","36.912","110.025","13.975","0.397460938","0.265625","393.584","3.756","1","Win32","27.439","8",NA,"I noticed that most patients who took it recovered and most of those that did not they did not recover",NA,NA,NA,NA,"34.265","86","35.785","89","35.465","13",NA,NA,NA,NA,"M","24","English, Zulu","0","a","1"
"179","POSPRO","M","2026-01-09_13h51.03.947","18.3377","36.2934","17.1828","0.644675926","0.81365739","214.6507","3.7967","1","Win32","8.8534","8",NA,"Some patients who took Batatrim did not overcome the crisis, and similarly, some patients who did not take Batatrim did manage to overcome it. However, in most cases, patients who took Batatrim were able to overcome the crisis. Conversely, those who did not take Batatrim generally did not overcome the crisis.",NA,NA,NA,NA,"12.4922","90","12.5083","75","11.5257","20",NA,NA,NA,NA,"FALSE","20","English Afrikaans","0","a","1"
"180","POSPRO","M","2026-01-09_13h51.05.033","17.2818","60.0879","38.3505","0.801106771","0.491861979","227.5847","3.5123","1","Win32","4.3705","8",NA,"according to the results it is shown that patients are likely to overcome a crisis when they have taken batatrim as opposed to not taking it.",NA,NA,NA,NA,"12.5446","71","11.929","70","13.4701","31",NA,NA,NA,NA,"FALSE","22","english, afrikaans and setswana","0","d","0"
"181","POSPRO","M","2026-01-09_13h51.13.815","13.6031","62.9507","15.6535","0.779947917","0.364908854","296.5127","4.3213","1","Win32","10.5355","7",NA,"the amount of patients that overcame the crises after using batarim",NA,NA,NA,NA,"12.6236","50","9.5163","70","20.0065","24",NA,NA,NA,NA,"FALSE","23","Enlish","0","a","1"
"182","POSPRO","M","2026-01-09_13h52.19.582","33.0316","42.9804","10.3826","0.579861129","0.437499982","241.3843","5.1837","1","Win32","10.7334","8",NA,"it is effective to some patients not all of them, hence i used the probability reasoning",NA,NA,NA,NA,"10.5483","48","7.6659","79","8.9815","47",NA,NA,NA,NA,"FALSE","22","english, zulu, ndebele","5","a","1"
"183","POSPRO","M","2026-01-09_13h53.27.325","28.9542","55.4447","33.1084","0.808554903","0.46583158","520.8308","5.0965","1","Win32","26.9058","9",NA,"It was really effective because 98% of the files i had reviewed shown a very good judgement on the cure Batatrim. i followed the instructions i was given before the review.",NA,NA,NA,NA,"27.1707","53","16.5264","100","19.2743","0",NA,NA,NA,NA,"FALSE","20","SESOTHO and ENGLISH","0","a","1"
"184","POSPRO","M","2026-01-09_13h53.33.892","17.6424","71.3062","17.8747","0.648111979","0.701822917","284.5458","5.9642","1","Win32","9.247","7",NA,"I considered that there were patients who didn't need Batatrim to get healed, but the scale of those is a bit lower than the ones whom Batatrim was effective to. ",NA,NA,NA,NA,"18.343","66","13.427","85","23.124","39",NA,NA,NA,NA,"FALSE","23","Tswana, zulu","4","d","0"
"185","POSPRO","M","2026-01-09_13h53.35.021","10.005","42.3103","18.0621","0.83912037","0.371527778","220.3658","9.7983","1","Win32","9.5828","7",NA,"While most patients who used Batatrim recovered from their crises there were also a number of those who did not. I would need more information about each patient to say the drugs is 100% effective. So that's why I took 7.",NA,NA,NA,NA,"13.9442","90","16.83","90","16.8654","30",NA,NA,NA,NA,"FALSE","22","English, Afrikaans","0","a","1"
"186","POSPRO","M","2026-01-09_13h56.43.871","25.2695","66.0235","31.5147","0.698567708","0.377929688","286.8922","3.4843","1","Win32","13.4964","9",NA,"The number of patients that healed from taking batatrim was higher than the number of patients that did not heal from batatrim, which proves its effectiveness",NA,NA,NA,NA,"16.0158","90","14.1967","95","17.9143","5",NA,NA,NA,NA,"FALSE","24","English, Tswana, Afrikaans","4","b","1"
"187","POSPRO","M","2026-01-09_13h56.58.798","10.1804","52.7713","38.1118","0.979587935","1","385.605","5.0984","1","Linux armv81","10.222","6",NA,"the number of those who took batatrism was more compare to those who did not and was more effective.",NA,NA,NA,NA,"34.8408","70","13.3001","90","18.5646","97",NA,NA,NA,NA,"M","24","English","2","a","1"
"188","POSPRO","M","2026-01-09_13h57.05.603","52.6906","77.5713","32.9613","0.729166667","0.304398148","373.166","3.6159","1","Win32","9.3493","8",NA,"Batatrim worked on most of my patients which im considering to have been about 80%, hence i have concluded it to have worked ",NA,NA,NA,NA,"25.4628","51","18.396","70","18.2054","20",NA,NA,NA,NA,"FALSE","23","english, afrikaans, sepedi, isizulu, xhosa ","0","c","0"
"189","POSPRO","M","2026-01-09_13h59.29.396","63.3376","409.6166","20.1856","0","0","296.6122","4.3948","1","Win32","7.0426","9",NA,"I did a bit of probability and the person who has the crisis and take Batatrim had a greater chance of surviving by over 55% and contrary to this the chances were significantly much lower, basically a miracle to  survive it without Batatrim",NA,NA,NA,NA,"10.9231","70","15.8659","80","29.7039","39",NA,NA,NA,NA,"M","21","English","0","c","0"
"191","POSPRO","M","2026-01-09_14h03.06.939","5.7929","131.623","7.1596","0.488606771","0.514648438","293.0955","14.3944","1","Win32","4.9613","7",NA,"In 7 out of 10 cases it was effective.",NA,NA,NA,NA,"15.7702","52","12.8462","69","13.1547","14",NA,NA,NA,NA,"FALSE","19","English","0","a","1"
"192","POSPRO","M","2026-01-09_14h09.07.922","19.6446","326.1899","18.5171","0.215169271","0.060546875","311.1916","4.548","1","Win32","9.5458","8",NA,"There are so many patients who were cured.",NA,NA,NA,NA,"16.0953","70","22.1132","70","14.5787","50",NA,NA,NA,NA,"FALSE","24","Zulu, English","5","a","1"
"193","POSPRO","M","2026-01-09_14h09.45.267","9.6546","23.1258","16.7316","0.535807292","0.648111979","281.6802","5.0779","1","Win32","9.8056","9",NA,"The number of patients who did not take it and recovered is way too low in comparison to the number of people who took it and recovered is high",NA,NA,NA,NA,"9.8956","87","13.8353","85","6.813","15",NA,NA,NA,NA,"FALSE","23","Tswana","5","a","1"
"194","POSPRO","M","2026-01-09_14h12.52.455","17.053","56.4913","21.2207","0.491861979","0.700195313","284.0355","3.5633","1","Win32","12.1313","9",NA,"In the observation phase the majority of the of patients who took batatrim overcame the disease while the majority of patients who did not take batatrim did not overcome the desease this clearly shows that a patient where to take batatrim they have a higher chance of overcoming the desease",NA,NA,NA,NA,"18.8992","77","11.5156","80","15.616","5",NA,NA,NA,NA,"FALSE","23","Xitsonga","4","a","1"
"195","POSPRO","M","2026-01-09_14h17.04.042","7.116","15.482","6.598","0.384722222","0.372222222","299.068","4.366","1","MacIntel","2.949","7",NA,"that it was more likely that patients who had taken batatrim were better after than if they didn't",NA,NA,NA,NA,"9.016","78","8.449","71","5.816","31",NA,NA,NA,NA,"FALSE","19","English","0","a","1"
"196","POSPRO","M","2026-01-09_14h18.23.296","32.8994","94.9057","20.9619","0.310956964","0.260024526","233.2403","5.9109","1","Win32","11.1218","7",NA,"Batatrim helped the majority of patients to overcome the crisis, but not all of them did survive, but mostly they survived the crisis.",NA,NA,NA,NA,"21.1674","70","21.4184","80","53.88","15",NA,NA,NA,NA,"M","22","Zulu and Englis","6","d","0"
"197","POSPRO","M","2026-01-09_14h23.29.616","27.2751","71.7198","13.3081","0.53125","0.610243056","172.4601","6.3653","1","Win32","13.528","7",NA,"There was only a handful of cases where patients who took Batatrim or patients patients who didn't take Batatrim recovered. This is why, for the most part, not fully, I think Batatrim is effective.",NA,NA,NA,NA,"13.6888","80","12.3974","85","11.3729","5",NA,NA,NA,NA,"M","22","English","0","a","1"
"198","POSPRO","M","2026-01-09_14h23.46.276","15.9164","35.2667","13.7668","0.757854353","0.361816406","519.488","3.5162","0","MacIntel","6e-04",NA,NA,"the rate of patients cured who took batarim and those who did not take batarim",NA,NA,NA,NA,"77.6007","40","30.0997","96","53.0503","95",NA,NA,NA,NA,"FALSE","21","Venda","1","d","0"
"199","POSPRO","M","2026-01-09_14h38.23.271","17.3095","87.7924","28.5025","0.555555591","0.376157443","211.9294","4.4087","0","Win32","4e-04",NA,NA,"not all the patients who took the batatrim had overcome the crisis , and not all who didnt take the batatrim didnt overcome the crisis",NA,NA,NA,NA,"17.2195","85","19.837","96","28.2596","50",NA,NA,NA,NA,"M","21","Arabic","8","c","0"
"200","POSPRO","L","2026-01-09_14h49.11.609","60.3624","127.5362","35.1248","0.704861111","0.677083333","345.578","8.1741","0","Win32","0.0027",NA,NA,NA,NA,"In most of the scenarios given earlier, the NZ-6 hadn't followed the base responsibility it was originally intended for, i.e., even when it is activated, most of the time, it couldn't stop lamnetorex, which it should've, hence proving it's not reliable enough, making it inefficient and ineffective",NA,NA,"37.5564","40","48.1614","82","93.4421","37",NA,NA,NA,NA,"FALSE","23","Telugu","6","a","1"
"201","POSPRO","M","2026-01-09_14h50.14.264","22.3008","236.1683","25.9708","0.768518519","0.864583333","295.722","5.1982","1","Win32","16.7841","7",NA,"In the patients' that I was provided with, I realised that many patients, about 70% who had taken Batatrium ended up surviving. Whereas for those who did not take Batatrium, many of them did not survive. This means that Batatrium is very effective.",NA,NA,NA,NA,"18.5428","80","16.7937","80","17.8522","57",NA,NA,NA,NA,"M","23","English","0","d","0"
"202","POSPRO","M","2026-01-09_15h13.39.299","52.8506","30.29","13.4951","0.756944497","0.875000106","188.7465","2.2738","1","Win32","4.6579","8",NA,"Almost all the people that took Batatrim were fine, so it was very effective",NA,NA,NA,NA,"7.0461","75","8.4878","79","11.6541","5",NA,NA,NA,NA,"M","23","Spanish","5","c","0"
"203","POSPRO","M","2026-01-09_16h54.56.743","33.1224","157.952","22.6936","0.827148438","0.298177083","392.8712","3.8515","1","Win32","9.1925","7",NA,"I considered the number of patients who overcame the crisis over those who did not",NA,NA,NA,NA,"12.6156","80","53.7319","77","17.5929","13",NA,NA,NA,NA,"M","24","Sesotho , English","0","a","1"
"204","POSPRO","M","2026-01-09_17h18.32.942","23.0066","99.174","14.7352","0.708333333","0.623697917","343.8937","4.1877","1","Win32","7.9663","4",NA,"I observed the amount of people who recovered who had taken Batatrim and I saw that it increased the chances of recovery even though I was not allow constant in treating or helping in recovery.",NA,NA,NA,NA,"9.8695","45","11.9248","58","9.9409","11",NA,NA,NA,NA,"M","22","English","0","d","1"
"205","POSPRO","M","2026-01-09_17h28.24.770","44.226","164.974","43.493","0.920894834","0.572647601","297.941","8.959","1","Win32","15.59","7",NA,"I seen in the observation phase that most of the patients who took Batatrim, overcome the disease. There were cases of people who took Batatrim, but haven't overcome the disease, but those cases were very rare. There were also cases when patients didn't take Batatrim, but were able to overcome the disease, but I think those cases were pure chance, as from the observation, I seen that the number people who didn't take Batatrim and didn't overcome were higher than people who didn't take Batatrim, and overcome. That's why, I can say Batatrim is 75-80% effective as it's still in testing phase.",NA,NA,NA,NA,"24.114","75","26.065","90","33.776","20",NA,NA,NA,NA,"M","22","Assamese","4","a","1"
"206","POSPRO","M","2026-01-09_17h49.42.487","28.5801","84.7946","31.0455","0.766203704","0.651620353","256.9963","7.6266","1","Win32","12.9901","7",NA,"Well, I will say that I compared the recovery rates of both who took Batatrim and those who did not. I realized that some patients recovered from the crises even without the medication.I  concluded that irregardless of this ..use of Batatrim increases the chance of survival.",NA,NA,NA,NA,"16.106","90","31.3288","95","25.1495","15",NA,NA,NA,NA,"FALSE","23","Swahili","5","a","1"
"207","POSPRO","M","2026-01-09_17h58.15.515","150.8497","26.1828","9.4484","0.56712963","0.572916667","340.227","3.9496","1","Win32","5.1993","7",NA,"Based on the sample, most of the patients who consume Batatrim have overcome the crisis",NA,NA,NA,NA,"7.4996","72","8.4841","68","8.3344","50",NA,NA,NA,NA,"M","24","Indonesian","12","d","0"
"208","POSPRO","M","2026-01-09_19h58.35.094","24.62","50.31","30.4017","0.540509259","0.503472258","368.9609","4.747599999","1","Win32","8.5129","7",NA,"Without a consistent success rate across all subjects, the drug Batatrim cannot be labeled 'fully effective' yet. It could be that there are underlying factors, such as the severity of the condition, genetic differences, or lifestyle variables. ",NA,NA,NA,NA,"13.8262","83","12.91","79","5.8132","67",NA,NA,NA,NA,"FALSE","21","English, Filipino","7","c","1"
"209","POSPRO","M","2026-01-09_20h05.26.105","21.7231","63.4398","24.1916","0.738425908","0.685185185","218.7676","3.0838","1","Win32","14.9049","8",NA,"However there wasnt much information about Batatrim but from the report results I've noticed most of the patients who took batatrim has overcome it but there is still few patients who havent taken batatrim still ovecame the disease",NA,NA,NA,NA,"11.0371","60","10.4037","68","24.3094","52",NA,NA,NA,NA,"FALSE","21","English, Hindi","3","d","0"
